issue_d,Year_Month,loan_amnt,fico_range_low,dti,purpose,UNRATE,FEDFUNDS,loan_status,target
Dec-2015,2015-12,15000.0,730.0,35.77,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,7000.0,680.0,25.68,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,35000.0,690.0,18.93,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8000.0,730.0,5.9,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,710.0,22.84,credit_card,5.0,0.24,Charged Off,1
Dec-2015,2015-12,14375.0,695.0,37.32,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,21000.0,705.0,10.51,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,3700.0,700.0,20.81,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8400.0,660.0,26.77,credit_card,5.0,0.24,Charged Off,1
Dec-2015,2015-12,7200.0,750.0,23.57,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,16800.0,705.0,17.27,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,9000.0,795.0,0.63,major_purchase,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,6000.0,660.0,31.87,home_improvement,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,34000.0,705.0,13.32,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,16000.0,665.0,11.78,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,11200.0,685.0,15.88,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,6000.0,785.0,19.42,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,9100.0,730.0,15.57,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10000.0,710.0,29.15,other,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,30000.0,675.0,17.73,other,5.0,0.24,Charged Off,1
Dec-2015,2015-12,8450.0,670.0,15.09,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8775.0,660.0,20.37,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,6000.0,690.0,17.08,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10000.0,770.0,5.17,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10000.0,685.0,36.23,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,7200.0,700.0,38.63,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,705.0,18.76,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,685.0,19.14,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,5000.0,720.0,10.44,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,15000.0,705.0,23.47,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,23950.0,675.0,18.41,credit_card,5.0,0.24,Charged Off,1
Dec-2015,2015-12,15000.0,670.0,24.79,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,2250.0,690.0,16.88,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,14000.0,670.0,37.39,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,14000.0,660.0,5.04,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,18000.0,700.0,7.93,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,12000.0,745.0,2.71,other,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,5600.0,660.0,13.18,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,35000.0,700.0,25.52,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8000.0,700.0,22.48,other,5.0,0.24,Charged Off,1
Dec-2015,2015-12,2400.0,670.0,16.39,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,35000.0,685.0,19.74,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,7000.0,735.0,37.22,other,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8000.0,675.0,33.78,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,6125.0,690.0,17.36,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10400.0,670.0,18.51,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,30000.0,725.0,17.1,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,4000.0,665.0,8.18,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10000.0,685.0,19.92,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,16000.0,715.0,24.41,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,24000.0,690.0,29.07,home_improvement,5.0,0.24,Charged Off,1
Dec-2015,2015-12,19225.0,710.0,18.21,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,13000.0,705.0,5.51,home_improvement,5.0,0.24,Charged Off,1
Dec-2015,2015-12,2000.0,760.0,8.51,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,19200.0,690.0,19.24,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10000.0,660.0,9.99,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,35000.0,710.0,18.89,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,15000.0,675.0,36.4,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,35000.0,665.0,16.85,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,18000.0,670.0,27.17,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8000.0,685.0,25.15,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,15000.0,805.0,30.08,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,17400.0,695.0,7.04,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,35000.0,710.0,14.98,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,12000.0,745.0,12.13,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,24000.0,665.0,23.98,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8000.0,725.0,29.22,home_improvement,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,16775.0,675.0,29.91,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8000.0,670.0,15.15,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,21000.0,730.0,29.75,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10000.0,690.0,21.59,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,6000.0,685.0,18.45,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,6000.0,665.0,23.96,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8400.0,710.0,13.92,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10000.0,665.0,23.23,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,6000.0,660.0,2.8,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,675.0,12.51,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,4600.0,670.0,14.79,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,705.0,33.75,other,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,15000.0,685.0,31.62,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,12000.0,690.0,23.98,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,5000.0,705.0,16.7,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,6000.0,690.0,18.34,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,6000.0,680.0,20.37,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,28000.0,700.0,37.26,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,15000.0,800.0,16.95,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10500.0,715.0,27.58,other,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10000.0,720.0,11.19,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,3600.0,720.0,22.42,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10000.0,680.0,26.9,other,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,30000.0,690.0,13.54,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8000.0,720.0,10.12,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,15000.0,660.0,10.17,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,21600.0,685.0,17.42,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,12000.0,670.0,16.86,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,28000.0,700.0,21.05,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,6400.0,685.0,15.6,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,15000.0,680.0,12.2,car,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,13000.0,710.0,26.32,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10000.0,670.0,15.56,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,24800.0,765.0,14.76,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,12000.0,705.0,25.98,other,5.0,0.24,Charged Off,1
Dec-2015,2015-12,15000.0,665.0,17.56,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,24000.0,725.0,15.82,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,2000.0,685.0,10.17,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,22600.0,675.0,25.31,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,13500.0,660.0,25.3,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,6000.0,695.0,19.96,car,5.0,0.24,Charged Off,1
Dec-2015,2015-12,5000.0,700.0,29.15,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,735.0,12.18,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,12000.0,680.0,18.54,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,32000.0,710.0,19.13,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,15200.0,660.0,14.52,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,12500.0,685.0,16.98,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,21000.0,700.0,17.19,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,16000.0,705.0,24.49,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,24650.0,725.0,22.64,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,11000.0,685.0,28.73,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,22400.0,695.0,18.69,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,15125.0,680.0,25.38,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,8000.0,730.0,23.76,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8000.0,665.0,11.86,major_purchase,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,11000.0,685.0,19.18,home_improvement,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,28500.0,690.0,29.37,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,25000.0,745.0,21.3,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,7000.0,660.0,16.1,moving,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,12000.0,665.0,12.07,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,5875.0,670.0,25.65,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,18000.0,670.0,15.54,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,28000.0,710.0,23.69,home_improvement,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,35000.0,710.0,5.71,moving,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,31800.0,810.0,24.15,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,25000.0,680.0,22.57,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,16000.0,715.0,20.73,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,35000.0,670.0,14.95,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,18000.0,680.0,11.52,credit_card,5.0,0.24,Charged Off,1
Dec-2015,2015-12,10000.0,700.0,15.05,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8000.0,660.0,20.54,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,15000.0,780.0,8.75,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,710.0,22.47,house,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,14000.0,700.0,14.39,small_business,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20500.0,685.0,18.56,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,4700.0,660.0,14.21,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,28000.0,690.0,14.47,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,12000.0,715.0,24.86,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,7200.0,670.0,11.07,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,11000.0,800.0,37.56,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,11000.0,660.0,5.7,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,3500.0,725.0,22.29,car,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,23850.0,660.0,13.58,major_purchase,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,3600.0,685.0,14.33,other,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,16500.0,725.0,2.56,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8275.0,715.0,38.05,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,35000.0,690.0,15.77,home_improvement,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,735.0,20.04,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,22800.0,735.0,21.96,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10000.0,705.0,33.54,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,19000.0,665.0,18.42,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,6000.0,660.0,10.8,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,35000.0,700.0,27.22,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,6000.0,665.0,12.55,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,16000.0,705.0,33.12,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,5000.0,665.0,14.28,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,3000.0,680.0,32.18,house,5.0,0.24,Charged Off,1
Dec-2015,2015-12,20000.0,685.0,33.29,other,5.0,0.24,Charged Off,1
Dec-2015,2015-12,24000.0,680.0,35.7,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,705.0,27.2,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8000.0,685.0,22.05,major_purchase,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,5000.0,680.0,38.61,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,705.0,15.9,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,5000.0,670.0,24.66,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,12000.0,680.0,16.27,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,19675.0,660.0,8.09,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,24000.0,700.0,2.96,home_improvement,5.0,0.24,Charged Off,1
Dec-2015,2015-12,12000.0,680.0,24.06,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,12000.0,780.0,29.87,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,28000.0,715.0,11.95,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,14000.0,690.0,26.66,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,9975.0,685.0,21.14,other,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10000.0,690.0,16.42,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,3600.0,660.0,29.79,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,27850.0,675.0,26.18,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,14000.0,690.0,25.43,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,12475.0,740.0,28.49,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,24000.0,675.0,22.7,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,22400.0,675.0,20.45,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,26000.0,735.0,26.03,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,25000.0,775.0,6.39,home_improvement,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,14000.0,675.0,11.99,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10000.0,720.0,13.16,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,11550.0,685.0,18.41,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,14000.0,740.0,19.34,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,9000.0,715.0,9.28,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8000.0,660.0,25.36,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,11000.0,710.0,28.36,other,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,11200.0,825.0,14.79,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,21000.0,675.0,21.56,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,35000.0,710.0,19.75,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,695.0,23.85,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,24000.0,690.0,17.15,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,19800.0,695.0,23.47,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,30000.0,700.0,24.39,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,28000.0,680.0,21.6,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,27300.0,675.0,17.02,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,24000.0,660.0,19.76,credit_card,5.0,0.24,Charged Off,1
Dec-2015,2015-12,1450.0,675.0,18.59,home_improvement,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,4000.0,685.0,5.79,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,1000.0,660.0,20.64,major_purchase,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,24950.0,790.0,15.95,major_purchase,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,25000.0,750.0,9.14,home_improvement,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,6000.0,680.0,16.17,other,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,21000.0,700.0,22.5,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,2950.0,665.0,16.58,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,33100.0,685.0,23.77,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,6000.0,660.0,23.03,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10500.0,690.0,23.62,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,12000.0,750.0,20.82,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,685.0,16.8,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10000.0,705.0,14.89,other,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,9525.0,690.0,30.96,credit_card,5.0,0.24,Charged Off,1
Dec-2015,2015-12,20000.0,765.0,14.68,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,14450.0,725.0,2.86,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,21600.0,740.0,20.73,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,12600.0,680.0,5.56,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,14800.0,720.0,20.55,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,20000.0,675.0,15.29,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,9600.0,665.0,13.83,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,11900.0,675.0,32.83,home_improvement,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20800.0,675.0,29.6,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,30000.0,670.0,22.99,credit_card,5.0,0.24,Charged Off,1
Dec-2015,2015-12,12000.0,685.0,30.04,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,5000.0,670.0,8.28,home_improvement,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,15000.0,700.0,30.95,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,18900.0,660.0,30.45,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,5000.0,700.0,36.53,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,19850.0,690.0,17.2,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8000.0,680.0,19.74,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,680.0,20.0,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,735.0,23.24,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,28000.0,715.0,17.73,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,12000.0,660.0,20.31,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,15000.0,695.0,4.96,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,30000.0,720.0,9.82,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,17000.0,755.0,9.21,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,15750.0,675.0,21.96,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,5000.0,675.0,30.98,major_purchase,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,24000.0,690.0,17.71,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,15000.0,660.0,16.93,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,30000.0,700.0,12.08,home_improvement,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,4200.0,725.0,24.85,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,6025.0,695.0,6.82,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,14850.0,670.0,13.57,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,10000.0,810.0,16.45,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10000.0,660.0,36.81,small_business,5.0,0.24,Charged Off,1
Dec-2015,2015-12,35000.0,660.0,4.3,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,15000.0,660.0,34.58,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,5000.0,705.0,19.27,moving,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,11000.0,670.0,21.88,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,5500.0,675.0,25.55,vacation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,2500.0,665.0,12.48,home_improvement,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,21150.0,685.0,26.17,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,685.0,25.7,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,5875.0,680.0,10.48,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,24000.0,765.0,15.15,car,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,12000.0,700.0,27.42,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,19200.0,665.0,23.81,debt_consolidation,5.0,0.24,Charged Off,1
Dec-2015,2015-12,8000.0,680.0,19.85,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,28000.0,670.0,28.35,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,13500.0,660.0,14.45,credit_card,5.0,0.24,Charged Off,1
Dec-2015,2015-12,11000.0,670.0,27.87,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,15000.0,685.0,30.65,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,710.0,21.31,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,35000.0,700.0,22.42,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,10000.0,760.0,22.74,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,9000.0,670.0,6.31,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,8400.0,690.0,13.27,other,5.0,0.24,Charged Off,1
Dec-2015,2015-12,20000.0,670.0,16.49,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,22500.0,810.0,14.34,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,20000.0,665.0,18.48,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,21000.0,685.0,28.69,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,18700.0,735.0,30.81,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,35000.0,725.0,33.8,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,21000.0,710.0,24.0,debt_consolidation,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,30000.0,675.0,14.19,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,14000.0,685.0,23.73,other,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,24000.0,720.0,0.7,major_purchase,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,35000.0,755.0,19.26,credit_card,5.0,0.24,Fully Paid,0
Dec-2015,2015-12,3225.0,660.0,24.01,debt_consolidation,5.0,0.24,Charged Off,1
